id_manga,Titulo,id_ano,Puntaje,URL,Portada,Volumen_inicio,Volumen_fin,Precio
175,Kaiju No. 8,12,0.0,https://www.mangazenkan.com/items/10967404/,img/portadas/010_怪獣8号.jpg,1,15,8404.0
176,My Hero Academia (Boku no Hero Academia),12,4.63,https://www.mangazenkan.com/items/10221277/,img/portadas/011_僕のヒーローアカデミア.jpg,1,8,4136.0
177,La Caja Azul (Ao no Hako),12,0.0,https://www.mangazenkan.com/items/11107896/,img/portadas/012_アオのハコ.jpg,1,20,10472.0
178,Wind Breaker,12,0.0,https://www.mangazenkan.com/items/11046541/,img/portadas/013_ウィンドブレイカー WIND BREAKER.jpg,1,21,12474.0
179,¡Atrápalo! Rikadaman (Tsukame! Rika-daman),12,0.0,https://www.mangazenkan.com/items/11250797/,img/portadas/014_つかめ 理科ダマン.jpg,1,9,11700.0
180,Haikyuu!! 10th Chronicle,12,0.0,https://www.mangazenkan.com/items/11410753/,img/portadas/015_ハイキュー 10thクロニクル.jpg,1,45,21802.0
181,Kingdom,1,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
182,Ataque de los Titanes,1,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/002_進撃の巨人.jpg,1,1,594.0
183,One Piece,1,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,1,1,459.0
184,Hunter × Hunter,1,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/004_HUNTERHUNTER.jpg,1,1,459.0
185,One Piece (Versión a color),1,4.8,https://www.mangazenkan.com/items/10043701/,img/portadas/005_ONE PIECE カラー版.jpg,1,1,518.0
186,GANTZ,1,3.67,https://www.mangazenkan.com/items/10054259/,img/portadas/006_GANTZ.jpg,1,1,617.0
187,JoJo's Bizarre Adventure: Steel Ball Run,1,5.0,https://www.mangazenkan.com/items/10043646/,img/portadas/007_ジョジョの奇妙な冒険 スティールボールラン.jpg,1,1,459.0
188,Kuroko no Basket,1,4.43,https://www.mangazenkan.com/items/10043614/,img/portadas/008_黒子のバスケ.jpg,1,1,459.0
189,Hermanos del Espacio (Uchuu Kyoudai),1,4.45,https://www.mangazenkan.com/items/10040854/,img/portadas/009_宇宙兄弟.jpg,1,1,836.0
190,El Silencioso Don (Shizuka Naru Don),1,4.0,https://www.mangazenkan.com/items/10040885/,img/portadas/010_静かなるドン.jpg,1,1,495.0
191,Yowamushi Pedal,1,4.69,https://www.mangazenkan.com/items/10040907/,img/portadas/011_弱虫ペダル.jpg,1,1,528.0
192,Ace of Diamond (Daiya no A),1,4.2,https://www.mangazenkan.com/items/10040929/,img/portadas/012_ダイヤのA.jpg,1,1,594.0
193,Dragon Ball,1,4.5,https://www.mangazenkan.com/items/10043661/,img/portadas/013_DRAGON BALL.jpg,1,1,459.0
194,Naruto,1,4.57,https://www.mangazenkan.com/items/10043621/,img/portadas/014_NARUTOナルト.jpg,1,1,543.0
195,Baki,1,4.0,https://www.mangazenkan.com/items/10041454/,img/portadas/015_バキ.jpg,1,1,0.0
196,Yowamushi Pedal,2,4.69,https://www.mangazenkan.com/items/10040907/,img/portadas/001_弱虫ペダル.jpg,1,1,528.0
197,Kingdom,2,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/002_キングダム.jpg,1,1,564.0
198,Ataque de los Titanes,2,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/003_進撃の巨人.jpg,1,1,594.0
199,Tokyo Ghoul,2,4.38,https://www.mangazenkan.com/items/10092582/,img/portadas/004_東京喰種トーキョーグール.jpg,1,1,564.0
200,Naruto,2,4.57,https://www.mangazenkan.com/items/10043621/,img/portadas/005_NARUTOナルト.jpg,1,1,543.0
201,Baby Steps,2,5.0,https://www.mangazenkan.com/items/10041203/,img/portadas/006_ベイビーステップ.jpg,1,1,594.0
202,"Ushijima, el prestamista de la oscuridad",2,4.5,https://www.mangazenkan.com/items/10110754/,img/portadas/007_闇金ウシジマくん.jpg,1,1,693.0
203,One Piece,2,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/008_ONE PIECE.jpg,1,1,459.0
204,Kuroko no Basket,2,4.43,https://www.mangazenkan.com/items/10043614/,img/portadas/009_黒子のバスケ.jpg,1,1,459.0
205,Terra Formars,2,4.29,https://www.mangazenkan.com/items/10070575/,img/portadas/010_テラフォーマーズ.jpg,1,1,731.0
206,Hunter × Hunter,2,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/011_HUNTERHUNTER.jpg,1,1,459.0
207,El Canto del Topo (Mogura no Uta),2,5.0,https://www.mangazenkan.com/items/10084682/,img/portadas/012_土竜の唄.jpg,1,1,693.0
208,Ace of Diamond (Daiya no A),2,4.2,https://www.mangazenkan.com/items/10040929/,img/portadas/013_ダイヤのA.jpg,1,1,594.0
209,Baki Hanma (Hanma Baki),2,3.5,https://www.mangazenkan.com/items/10042524/,img/portadas/014_範馬刃牙.jpg,1,1,0.0
210,One Piece (Versión a color),2,4.8,https://www.mangazenkan.com/items/10043701/,img/portadas/015_ONE PIECE カラー版.jpg,1,1,518.0
211,Kingdom,3,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
212,Naruto,3,4.57,https://www.mangazenkan.com/items/10043621/,img/portadas/002_NARUTOナルト.jpg,1,1,543.0
213,One Piece,3,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,1,1,459.0
214,Ataque de los Titanes,3,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/004_進撃の巨人.jpg,1,1,594.0
215,Prison School (Kangoku Gakuen),3,4.25,https://www.mangazenkan.com/items/10060163/,img/portadas/005_監獄学園.jpg,1,1,792.0
216,Shinjuku Swan,3,4.33,https://www.mangazenkan.com/items/10041229/,img/portadas/006_新宿スワン.jpg,1,1,792.0
217,Naruto (Versión a color),3,4.57,https://www.mangazenkan.com/items/10043656/,img/portadas/007_NARUTOナルト カラー版.jpg,1,1,653.0
218,Yowamushi Pedal,3,4.69,https://www.mangazenkan.com/items/10040907/,img/portadas/008_弱虫ペダル.jpg,1,1,528.0
219,Ace of Diamond (Daiya no A),3,4.2,https://www.mangazenkan.com/items/10040929/,img/portadas/009_ダイヤのA.jpg,1,1,594.0
220,Baby Steps,3,5.0,https://www.mangazenkan.com/items/10041203/,img/portadas/010_ベイビーステップ.jpg,1,1,594.0
221,Los Siete Pecados Capitales (Nanatsu no Taizai),3,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/011_七つの大罪.jpg,1,1,594.0
222,Bleach,3,4.47,https://www.mangazenkan.com/items/10043611/,img/portadas/012_BLEACH.jpg,1,1,459.0
223,Ushio y Tora,3,4.5,https://www.mangazenkan.com/items/10083144/,img/portadas/013_うしおととら.jpg,1,1,583.0
224,One Piece (Versión a color),3,4.8,https://www.mangazenkan.com/items/10043701/,img/portadas/014_ONE PIECE カラー版.jpg,1,1,518.0
225,Terra Formars,3,4.29,https://www.mangazenkan.com/items/10070575/,img/portadas/015_テラフォーマーズ.jpg,1,1,731.0
226,Kingdom,4,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
227,Bonobono,4,4.5,https://www.mangazenkan.com/items/10097296/,img/portadas/002_ぼのぼの.jpg,1,1,990.0
228,Chihayafuru,4,4.56,https://www.mangazenkan.com/items/10041752/,img/portadas/003_ちはやふる.jpg,1,1,594.0
229,Bleach,4,4.47,https://www.mangazenkan.com/items/10043611/,img/portadas/004_BLEACH.jpg,1,1,459.0
230,One Piece,4,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/005_ONE PIECE.jpg,1,1,459.0
231,Terra Formars,4,4.29,https://www.mangazenkan.com/items/10070575/,img/portadas/006_テラフォーマーズ.jpg,1,1,731.0
232,DAYS,4,3.5,https://www.mangazenkan.com/items/10156840/,img/portadas/007_DAYS.jpg,1,1,594.0
233,Ataque de los Titanes,4,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/008_進撃の巨人.jpg,1,1,594.0
234,Un Buen Doctor para Blackjack,4,4.0,https://www.mangazenkan.com/items/10077686/,img/portadas/009_ブラックジャックによろしく.jpg,1,1,100.0
235,"Ushijima, el prestamista de la oscuridad",4,4.5,https://www.mangazenkan.com/items/10110754/,img/portadas/010_闇金ウシジマくん.jpg,1,1,693.0
236,Giant Killing,4,4.5,https://www.mangazenkan.com/items/10041460/,img/portadas/011_GIANT KILLING.jpg,1,1,836.0
237,Prison School (Kangoku Gakuen),4,4.25,https://www.mangazenkan.com/items/10060163/,img/portadas/012_監獄学園.jpg,1,1,792.0
238,Los Siete Pecados Capitales (Nanatsu no Taizai),4,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/013_七つの大罪.jpg,1,1,594.0
239,Berserk,4,4.86,https://www.mangazenkan.com/items/10046068/,img/portadas/014_ベルセルク.jpg,1,1,715.0
240,Hunter × Hunter,4,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/015_HUNTERHUNTER.jpg,1,1,459.0
241,Kingdom,5,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
242,Ataque de los Titanes,5,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/002_進撃の巨人.jpg,1,1,594.0
243,One Piece,5,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,1,1,459.0
244,Fairy Tail,5,4.42,https://www.mangazenkan.com/items/10041202/,img/portadas/004_FAIRY TAIL.jpg,1,1,594.0
245,Los Siete Pecados Capitales (Nanatsu no Taizai),5,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/005_七つの大罪.jpg,1,1,594.0
246,My Hero Academia (Boku no Hero Academia),5,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/006_僕のヒーローアカデミア.jpg,1,1,459.0
247,Tokyo Ghoul:re,5,4.0,https://www.mangazenkan.com/items/10251433/,img/portadas/007_東京喰種トーキョーグールre.jpg,1,1,564.0
248,Naruto,5,4.57,https://www.mangazenkan.com/items/10043621/,img/portadas/008_NARUTOナルト.jpg,1,1,543.0
249,Fullmetal Alchemist,5,4.86,https://www.mangazenkan.com/items/10041118/,img/portadas/009_鋼の錬金術師.jpg,1,1,589.0
250,Hunter × Hunter,5,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/010_HUNTERHUNTER.jpg,1,1,459.0
251,Yowamushi Pedal,5,4.69,https://www.mangazenkan.com/items/10040907/,img/portadas/011_弱虫ペダル.jpg,1,1,528.0
252,Detective Conan,5,5.0,https://www.mangazenkan.com/items/10083097/,img/portadas/012_名探偵コナン.jpg,1,1,583.0
253,Baby Steps,5,5.0,https://www.mangazenkan.com/items/10041203/,img/portadas/013_ベイビーステップ.jpg,1,1,594.0
254,"Ushijima, el prestamista de la oscuridad",5,4.5,https://www.mangazenkan.com/items/10110754/,img/portadas/014_闇金ウシジマくん.jpg,1,1,693.0
255,Haikyuu!!,5,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/015_ハイキュー.jpg,1,1,459.0
256,Kingdom,6,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
257,One Piece,6,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/002_ONE PIECE.jpg,1,1,459.0
258,Hunter × Hunter,6,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/003_HUNTERHUNTER.jpg,1,1,459.0
259,Ataque de los Titanes,6,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/004_進撃の巨人.jpg,1,1,594.0
260,Los Siete Pecados Capitales (Nanatsu no Taizai),6,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/005_七つの大罪.jpg,1,1,594.0
261,My Hero Academia (Boku no Hero Academia),6,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/006_僕のヒーローアカデミア.jpg,1,1,459.0
262,¡Desde hoy soy yo! (Kyou kara Ore wa!!),6,4.33,https://www.mangazenkan.com/items/10197536/,img/portadas/007_今日から俺は.jpg,1,1,0.0
263,That Time I Got Reincarnated as a Slime,6,0.0,https://www.mangazenkan.com/items/10357699/,img/portadas/008_転生したらスライムだった件.jpg,1,1,792.0
264,Golden Kamuy,6,4.64,https://www.mangazenkan.com/items/10251416/,img/portadas/009_ゴールデンカムイ.jpg,1,1,564.0
265,Gintama,6,4.53,https://www.mangazenkan.com/items/10043622/,img/portadas/010_銀魂.jpg,1,1,459.0
266,Bleach,6,4.47,https://www.mangazenkan.com/items/10043611/,img/portadas/011_BLEACH.jpg,1,1,459.0
267,Chihayafuru,6,4.56,https://www.mangazenkan.com/items/10041752/,img/portadas/012_ちはやふる.jpg,1,1,594.0
268,Haikyuu!!,6,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/013_ハイキュー.jpg,1,1,459.0
269,Giant Killing,6,4.5,https://www.mangazenkan.com/items/10041460/,img/portadas/014_GIANT KILLING.jpg,1,1,836.0
270,Tokyo Ghoul:re,6,4.0,https://www.mangazenkan.com/items/10251433/,img/portadas/015_東京喰種トーキョーグールre.jpg,1,1,564.0
271,Kingdom,7,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
272,Demon Slayer (Kimetsu no Yaiba),7,4.78,https://www.mangazenkan.com/items/10380756/,img/portadas/002_鬼滅の刃.jpg,1,1,459.0
273,Ataque de los Titanes,7,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/003_進撃の巨人.jpg,1,1,594.0
274,One Piece,7,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/004_ONE PIECE.jpg,1,1,459.0
275,The Fable,7,4.67,https://www.mangazenkan.com/items/10277933/,img/portadas/005_ザファブル.jpg,1,1,869.0
276,Fire Force (En'en no Shouboutai),7,4.78,https://www.mangazenkan.com/items/10348528/,img/portadas/006_炎炎ノ消防隊.jpg,1,1,594.0
277,The Promised Neverland,7,4.58,https://www.mangazenkan.com/items/10434302/,img/portadas/007_約束のネバーランド.jpg,1,1,459.0
278,Domestic Girlfriend (Domestic na Kanojo),7,4.22,https://www.mangazenkan.com/items/10211732/,img/portadas/008_ドメスティックな彼女.jpg,1,1,594.0
279,Las Quintillizas (Go-Toubun no Hanayome),7,4.67,https://www.mangazenkan.com/items/10530555/,img/portadas/009_五等分の花嫁.jpg,1,1,594.0
280,One Punch Man,7,4.43,https://www.mangazenkan.com/items/10360813/,img/portadas/010_ワンパンマン.jpg,1,1,459.0
281,Los Siete Pecados Capitales (Nanatsu no Taizai),7,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/011_七つの大罪.jpg,1,1,594.0
282,My Hero Academia (Boku no Hero Academia),7,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/012_僕のヒーローアカデミア.jpg,1,1,459.0
283,Haikyuu!!,7,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/013_ハイキュー.jpg,1,1,459.0
284,Hermanos del Espacio (Uchuu Kyoudai),7,4.45,https://www.mangazenkan.com/items/10040854/,img/portadas/014_宇宙兄弟.jpg,1,1,836.0
285,That Time I Got Reincarnated as a Slime,7,0.0,https://www.mangazenkan.com/items/10357699/,img/portadas/015_転生したらスライムだった件.jpg,1,1,792.0
286,Demon Slayer (Kimetsu no Yaiba),8,4.78,https://www.mangazenkan.com/items/10380756/,img/portadas/001_鬼滅の刃.jpg,1,1,459.0
287,Kingdom,8,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/002_キングダム.jpg,1,1,564.0
288,One Piece,8,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,1,1,459.0
289,Haikyuu!!,8,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/004_ハイキュー.jpg,1,1,459.0
290,Ataque de los Titanes,8,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/005_進撃の巨人.jpg,1,1,594.0
291,The Promised Neverland,8,4.58,https://www.mangazenkan.com/items/10434302/,img/portadas/006_約束のネバーランド.jpg,1,1,459.0
292,My Hero Academia (Boku no Hero Academia),8,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/007_僕のヒーローアカデミア.jpg,1,1,459.0
293,Jujutsu Kaisen,8,4.82,https://www.mangazenkan.com/items/10614996/,img/portadas/008_呪術廻戦.jpg,1,1,459.0
294,Fire Force (En'en no Shouboutai),8,4.78,https://www.mangazenkan.com/items/10348528/,img/portadas/009_炎炎ノ消防隊.jpg,1,1,594.0
295,Bleach,8,4.47,https://www.mangazenkan.com/items/10043611/,img/portadas/010_BLEACH.jpg,1,1,459.0
296,The Fable,8,4.67,https://www.mangazenkan.com/items/10277933/,img/portadas/011_ザファブル.jpg,1,1,869.0
297,Los Siete Pecados Capitales (Nanatsu no Taizai),8,4.12,https://www.mangazenkan.com/items/10085805/,img/portadas/012_七つの大罪.jpg,1,1,594.0
298,Yowamushi Pedal,8,4.69,https://www.mangazenkan.com/items/10040907/,img/portadas/013_弱虫ペダル.jpg,1,1,528.0
299,DAYS,8,3.5,https://www.mangazenkan.com/items/10156840/,img/portadas/014_DAYS.jpg,1,1,594.0
300,Ao Ashi,8,4.6,https://www.mangazenkan.com/items/10290942/,img/portadas/015_アオアシ.jpg,1,1,759.0
301,Jujutsu Kaisen,9,4.82,https://www.mangazenkan.com/items/10614996/,img/portadas/001_呪術廻戦.jpg,1,1,459.0
302,Tokyo Revengers,9,4.75,https://www.mangazenkan.com/items/10484627/,img/portadas/002_東京卍リベンジャーズ.jpg,1,1,594.0
303,Demon Slayer (Kimetsu no Yaiba),9,4.78,https://www.mangazenkan.com/items/10380756/,img/portadas/003_鬼滅の刃.jpg,1,1,459.0
304,Frieren: Más allá del viaje,9,5.0,https://www.mangazenkan.com/items/10941937/,img/portadas/004_葬送のフリーレン.jpg,1,1,583.0
305,No lo llames misterio (Mystery to Iu Nakare),9,4.5,https://www.mangazenkan.com/items/10581042/,img/portadas/005_ミステリと言う勿れ.jpg,1,1,583.0
306,Chainsaw Man,9,4.58,https://www.mangazenkan.com/items/10702082/,img/portadas/006_チェンソーマン.jpg,1,1,459.0
307,Kaiju No. 8,9,0.0,https://www.mangazenkan.com/items/11013317/,img/portadas/007_怪獣8号.jpg,1,1,501.0
308,Record of Ragnarok (Shuumatsu no Walküre),9,4.75,https://www.mangazenkan.com/items/10620202/,img/portadas/008_終末のワルキューレ.jpg,1,1,726.0
309,Ataque de los Titanes,9,4.5,https://www.mangazenkan.com/items/10042854/,img/portadas/009_進撃の巨人.jpg,1,1,594.0
310,SPY×FAMILY,9,4.9,https://www.mangazenkan.com/items/10761563/,img/portadas/010_SPYFAMILY.jpg,1,1,501.0
311,Demon Slayer Fanbook: Kisatsutai Kenbunroku,9,4.25,https://www.mangazenkan.com/items/10998950/,img/portadas/011_鬼滅の刃公式ファンブック 鬼殺隊見聞録.jpg,1,1,940.0
312,The Promised Neverland,9,4.58,https://www.mangazenkan.com/items/10434302/,img/portadas/012_約束のネバーランド.jpg,1,1,459.0
313,My Hero Academia (Boku no Hero Academia),9,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/013_僕のヒーローアカデミア.jpg,1,1,459.0
314,Chi: Sobre el movimiento de la Tierra,9,0.0,https://www.mangazenkan.com/items/10986961/,img/portadas/014_チ地球の運動について.jpg,1,1,759.0
315,That Time I Got Reincarnated as a Slime,9,0.0,https://www.mangazenkan.com/items/10357699/,img/portadas/015_転生したらスライムだった件.jpg,1,1,792.0
316,One Piece,10,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/001_ONE PIECE.jpg,1,1,459.0
317,Tokyo Revengers,10,4.75,https://www.mangazenkan.com/items/10484627/,img/portadas/002_東京卍リベンジャーズ.jpg,1,1,594.0
318,Kingdom,10,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/003_キングダム.jpg,1,1,564.0
319,Jujutsu Kaisen,10,4.82,https://www.mangazenkan.com/items/10614996/,img/portadas/004_呪術廻戦.jpg,1,1,459.0
320,Ao Ashi,10,4.6,https://www.mangazenkan.com/items/10290942/,img/portadas/005_アオアシ.jpg,1,1,759.0
321,SPY×FAMILY,10,4.9,https://www.mangazenkan.com/items/10761563/,img/portadas/006_SPYFAMILY.jpg,1,1,501.0
322,My Hero Academia (Boku no Hero Academia),10,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/007_僕のヒーローアカデミア.jpg,1,1,459.0
323,Golden Kamuy,10,4.64,https://www.mangazenkan.com/items/10251416/,img/portadas/008_ゴールデンカムイ.jpg,1,1,564.0
324,Blue Lock,10,5.0,https://www.mangazenkan.com/items/10662217/,img/portadas/009_ブルーロック.jpg,1,1,594.0
325,Chainsaw Man,10,4.58,https://www.mangazenkan.com/items/10702082/,img/portadas/010_チェンソーマン.jpg,1,1,459.0
326,One Piece (Versión a color),10,4.8,https://www.mangazenkan.com/items/10043701/,img/portadas/011_ONE PIECE カラー版.jpg,1,1,518.0
327,Haikyuu!!,10,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/012_ハイキュー.jpg,1,1,459.0
328,Hunter × Hunter,10,4.68,https://www.mangazenkan.com/items/10051608/,img/portadas/013_HUNTERHUNTER.jpg,1,1,459.0
329,One Punch Man,10,4.43,https://www.mangazenkan.com/items/10360813/,img/portadas/014_ワンパンマン.jpg,1,1,459.0
330,Hajime no Ippo,10,4.8,https://www.mangazenkan.com/items/10041765/,img/portadas/015_はじめの一歩.jpg,1,1,594.0
331,Kingdom,11,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
332,Jujutsu Kaisen,11,4.82,https://www.mangazenkan.com/items/10614996/,img/portadas/002_呪術廻戦.jpg,1,1,459.0
333,Blue Lock,11,5.0,https://www.mangazenkan.com/items/10662217/,img/portadas/003_ブルーロック.jpg,1,1,594.0
334,One Piece,11,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/004_ONE PIECE.jpg,1,1,459.0
335,Oshi no Ko,11,0.0,https://www.mangazenkan.com/items/10941925/,img/portadas/005_推しの子.jpg,1,1,658.0
336,My Hero Academia (Boku no Hero Academia),11,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/006_僕のヒーローアカデミア.jpg,1,1,459.0
337,Tokyo Revengers,11,4.75,https://www.mangazenkan.com/items/10484627/,img/portadas/007_東京卍リベンジャーズ.jpg,1,1,594.0
338,Frieren: Más allá del viaje,11,5.0,https://www.mangazenkan.com/items/10941937/,img/portadas/008_葬送のフリーレン.jpg,1,1,583.0
339,Chainsaw Man,11,4.58,https://www.mangazenkan.com/items/10702082/,img/portadas/009_チェンソーマン.jpg,1,1,459.0
340,Hajime no Ippo,11,4.8,https://www.mangazenkan.com/items/10041765/,img/portadas/010_はじめの一歩.jpg,1,1,594.0
341,The Fable: The Second Contact,11,4.0,https://www.mangazenkan.com/items/11234225/,img/portadas/011_ザファブル The second contact.jpg,1,1,792.0
342,The Apothecary Diaries (Kusuriya no Hitorigoto),11,4.0,https://www.mangazenkan.com/items/10551056/,img/portadas/012_薬屋のひとりごと.jpg,1,1,770.0
343,Ao Ashi,11,4.6,https://www.mangazenkan.com/items/10290942/,img/portadas/013_アオアシ.jpg,1,1,759.0
344,That Time I Got Reincarnated as a Slime,11,0.0,https://www.mangazenkan.com/items/10357699/,img/portadas/014_転生したらスライムだった件.jpg,1,1,792.0
345,Hell’s Paradise (Jigokuraku),11,4.0,https://www.mangazenkan.com/items/10583632/,img/portadas/015_地獄楽.jpg,1,1,459.0
346,Kingdom,12,4.92,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,1,1,564.0
347,Jujutsu Kaisen,12,4.82,https://www.mangazenkan.com/items/10614996/,img/portadas/002_呪術廻戦.jpg,1,1,459.0
348,My Hero Academia (Boku no Hero Academia),12,4.63,https://www.mangazenkan.com/items/10234462/,img/portadas/003_僕のヒーローアカデミア.jpg,1,1,459.0
349,Haikyuu!!,12,4.85,https://www.mangazenkan.com/items/10043738/,img/portadas/004_ハイキュー.jpg,1,1,459.0
350,Blue Lock,12,5.0,https://www.mangazenkan.com/items/10662217/,img/portadas/005_ブルーロック.jpg,1,1,594.0
351,One Piece,12,4.8,https://www.mangazenkan.com/items/10043628/,img/portadas/006_ONE PIECE.jpg,1,1,459.0
352,That Time I Got Reincarnated as a Slime,12,0.0,https://www.mangazenkan.com/items/10357699/,img/portadas/007_転生したらスライムだった件.jpg,1,1,792.0
353,Kaiju No. 8,12,0.0,https://www.mangazenkan.com/items/11013317/,img/portadas/008_怪獣8号.jpg,1,1,501.0
354,Frieren: Más allá del viaje,12,5.0,https://www.mangazenkan.com/items/10941937/,img/portadas/009_葬送のフリーレン.jpg,1,1,583.0
355,Dandadan,12,0.0,https://www.mangazenkan.com/items/11146830/,img/portadas/010_ダンダダン.jpg,1,1,501.0
356,Mashle,12,5.0,https://www.mangazenkan.com/items/10905476/,img/portadas/011_マッシュルMASHLE.jpg,1,1,459.0
357,Ao Ashi,12,4.6,https://www.mangazenkan.com/items/10290942/,img/portadas/012_アオアシ.jpg,1,1,759.0
358,Solo Leveling,12,5.0,https://www.mangazenkan.com/items/10838992/,img/portadas/013_俺だけレベルアップな件.jpg,1,1,1012.0
359,Golden Kamuy,12,4.64,https://www.mangazenkan.com/items/10251416/,img/portadas/014_ゴールデンカムイ.jpg,1,1,564.0
360,Hajime no Ippo,12,4.8,https://www.mangazenkan.com/items/10041765/,img/portadas/015_はじめの一歩.jpg,1,1,594.0
